company names,cars names,engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H [s],Cars Prices [USD],fuel types,Seats,Torque [Nm]
jeep,grand cherokee 4xe,2.0l turbo phev,17.3 kWh,375,210,"12,30","59,865",hybrid,5,637
jeep,wrangler 4xe,2.0l turbo phev,17.3 kWh,375,180,"13,30","50,695",hybrid,5,637
jeep,compass 4xe,1.3l turbo phev,11.4 kWh,240,200,"14,30","46,500",hybrid,5,270
jeep,renegade 4xe,1.3l turbo phev,11.4 kWh,240,200,"15,30","44,500",hybrid,5,270
mazda,mazda2,1.5l 4-cylinder,"1,5",108,180,"16,30","20,000",petrol,5,142
jeep,wagoneer s (electric),electric motor,100 kWh,600,177,"17,30","80,000",electric,5,850
jeep,gladiator mojave edition,3.6l v6 pentastar gasoline,3600,285,177,"18,30","51,570",petrol,5,353
jeep,grand cherokee summit reserve,5.7l v8 gasoline,5700,357,190,"19,30","66,575",petrol,5,529
jeep,jeep cherokee x edition,3.2l v6 pentastar gasoline,3200,271,195,"20,30","41,295",petrol,5,324
jeep,wrangler 392,6.4l v8 hemi gasoline,6400,470,160,"21,30","82,495",petrol,4,637
cadillac,xt4,2.0l turbo inline-4 gasoline,2000,235,220,"22,30","37,490",petrol,5,350
cadillac,xt5,3.6l v6 gasoline,3600,310,210,"23,30","44,195",petrol,5,366
cadillac,xt6,3.6l v6 gasoline,3600,310,210,"24,30","48,595",petrol,7,366
cadillac,lyriq ev,single electric motor,100 kWh,340,190,"25,30","58,590",electric,5,440
cadillac,escalade v,6.2l supercharged v8 gasoline,6200,682,200,"26,30","149,990",petrol,7,885
cadillac,escalade platinum,6.2l v8 gasoline,6200,420,210,"27,30","104,595",petrol,7,624
cadillac,ct5-v blackwing,6.2l supercharged v8 gasoline,6200,668,320,"28,30","92,000",petrol,5,893
cadillac,ct4-v blackwing,3.6l twin-turbo v6 gasoline,3600,472,290,"29,30","60,495",petrol,5,603
cadillac,xt4 sport,2.0l turbo inline-4 gasoline,2000,235,220,"30,30","41,390",petrol,5,350
cadillac,xt5 sport,3.6l v6 gasoline,3600,310,210,"31,30","51,095",petrol,5,366
cadillac,xt6 sport,3.6l v6 gasoline,3600,310,210,"1,40","57,095",petrol,7,366
cadillac,lyriq launch edition,electric motor,100 kWh,340,190,"2,40","59,990",electric,5,440
cadillac,lyriq ev premium,electric motor,100 kWh,500,210,"3,40","64,990",electric,5,620
cadillac,ct5 premium luxury,2.0l turbo inline-4 gasoline,2000,237,240,"4,40","41,290",petrol,5,350
chevrolet,spark,1.4l inline-4 gasoline,1400,98,180,"5,40","14,595",petrol,5,127
chevrolet,sonic,1.4l turbo inline-4 gasoline,1400,138,190,"6,40","16,720",petrol,5,200
chevrolet,malibu,1.5l turbo inline-4 gasoline,1500,160,210,"7,40","25,000",petrol,5,250
chevrolet,camaro,2.0l turbo inline-4 gasoline,2000,275,240,"8,40","26,400",petrol,4,400
chevrolet,corvette,6.2l v8 gasoline,6200,495,312,"9,40","65,895",petrol,2,637
chevrolet,traverse,3.6l v6 gasoline,3600,310,210,"10,40","35,915",petrol,7,360
chevrolet,equinox,1.5l turbo inline-4 gasoline,1500,170,200,"11,40","26,600",petrol,5,275
chevrolet,blazer,3.6l v6 gasoline,3600,308,220,"12,40","44,000",petrol,5,366
chevrolet,tahoe,5.3l v8 gasoline,5300,355,200,"13,40","56,995",petrol,7,519
chevrolet,suburban,5.3l v8 gasoline,5300,355,190,"14,40","59,900",petrol,8,519
chevrolet,colorado,2.7l turbo inline-4 gasoline,2700,310,190,"15,40","30,695",petrol,5,583
chevrolet,silverado 1500,5.3l v8 gasoline,5300,355,180,"16,40","42,795",petrol,6,519
chevrolet,silverado 2500hd,6.6l v8 gasoline,6600,401,170,"17,40","41,500",petrol,6,629
chevrolet,silverado 3500hd,6.6l v8 diesel,6600,445,160,"18,40","45,500",diesel,6,1234
chevrolet,bolt ev,electric motor,66 kWh,200,150,"19,40","27,495",electric,5,360
chevrolet,bolt euv,electric motor,66 kWh,200,150,"20,40","28,795",electric,5,360
chevrolet,trailblazer,1.3l turbo inline-3 gasoline,1300,155,200,"21,40","23,100",petrol,5,236
chevrolet,malibu premier,2.0l turbo inline-4 gasoline,2000,250,240,"22,40","33,500",petrol,5,353
chevrolet,camaro zl1,6.2l supercharged v8 gasoline,6200,650,318,"23,40","67,300",petrol,4,881
chevrolet,corvette stingray,6.2l v8 gasoline,6200,495,312,"24,40","65,895",petrol,2,637
chevrolet,silverado 1500 high country,5.3l v8 gasoline,5300,355,180,"25,40","61,595",petrol,6,519
chevrolet,silverado 1500 trail boss,5.3l v8 gasoline,5300,355,180,"26,40","55,895",petrol,6,519
chevrolet,silverado 1500 rst,5.3l v8 gasoline,5300,355,180,"27,40","50,895",petrol,6,519
chevrolet,colorado zr2,2.8l turbo diesel i4,2800,181,160,"28,40","48,295",diesel,5,500
chevrolet,traverse premier,3.6l v6 gasoline,3600,310,210,"29,40","46,600",petrol,7,360
chevrolet,equinox premier,1.5l turbo inline-4 gasoline,1500,170,200,"30,40","33,400",petrol,5,275
chevrolet,blazer rs,3.6l v6 gasoline,3600,308,220,"1,50","48,900",petrol,5,366
chevrolet,bolt ev 2lt,electric motor,66 kWh,200,150,"2,50","28,795",electric,5,360
chevrolet,camaro ss,6.2l v8 gasoline,6200,455,290,"3,50","43,500",petrol,4,617
chevrolet,corvette grand sport,6.2l v8 gasoline,6200,460,290,"4,50","65,900",petrol,2,630
chevrolet,traverse rs,3.6l v6 gasoline,3600,310,210,"5,50","43,700",petrol,7,360
chevrolet,blazer premier,3.6l v6 gasoline,3600,308,220,"6,50","45,000",petrol,5,366
chevrolet,malibu lt,1.5l turbo inline-4 gasoline,1500,160,210,"7,50","25,800",petrol,5,250
chevrolet,spark activ,1.4l inline-4 gasoline,1400,98,180,"8,50","17,595",petrol,5,127
chevrolet,trax lt,1.2l turbo inline-3 gasoline,1200,137,200,"9,50","24,100",petrol,5,220
chevrolet,equinox lt,1.5l turbo inline-4 gasoline,1500,170,200,"10,50","28,400",petrol,5,275
chevrolet,silverado 3500hd high country,6.6l v8 diesel,6600,445,160,"11,50","75,700",diesel,6,1234
chevrolet,colorado wt,2.7l turbo inline-4 gasoline,2700,310,190,"12,50","29,200",petrol,5,583
chevrolet,suburban high country,6.2l v8 gasoline,6200,420,200,"13,50","82,400",petrol,8,624
chevrolet,silverado custom,4.3l v6 gasoline,4300,285,180,"14,50","33,900",petrol,6,413
chevrolet,spark ls,1.4l inline-4 gasoline,1400,98,180,"15,50","14,395",petrol,5,127
chevrolet,traverse lt,3.6l v6 gasoline,3600,310,210,"16,50","37,200",petrol,7,360
chevrolet,blazer lt,2.5l inline-4 gasoline,2500,193,200,"17,50","36,100",petrol,5,255
chevrolet,malibu premier,2.0l turbo inline-4 gasoline,2000,250,240,"18,50","34,500",petrol,5,353
chevrolet,equinox rs,1.5l turbo inline-4 gasoline,1500,170,200,"19,50","31,900",petrol,5,275
chevrolet,silverado 1500 custom,4.3l v6 gasoline,4300,285,180,"20,50","34,900",petrol,6,413
chevrolet,silverado 2500hd ltz,6.6l v8 diesel,6600,445,160,"21,50","56,400",diesel,6,1234
chevrolet,tahoe rst,5.3l v8 gasoline,5300,355,180,"22,50","64,100",petrol,7,519
chevrolet,suburban lt,5.3l v8 gasoline,5300,355,180,"23,50","64,400",petrol,8,519
chevrolet,bolt ev premier,electric motor,66 kWh,200,150,"24,50","31,700",electric,5,360
chevrolet,tahoe ls,5.3l v8 gasoline,5300,355,180,"25,50","56,995",petrol,8,519
chevrolet,tahoe lt,5.3l v8 gasoline,5300,355,180,"26,50","62,495",petrol,8,519
chevrolet,tahoe rst,5.3l v8 gasoline,5300,355,180,"27,50","64,100",petrol,7,519
chevrolet,tahoe z71,5.3l v8 gasoline,5300,355,180,"28,50","66,700",petrol,7,519
chevrolet,tahoe premier,6.2l v8 gasoline,6200,420,200,"29,50","71,600",petrol,7,624
chevrolet,tahoe high country,6.2l v8 gasoline,6200,420,200,"30,50","76,700",petrol,7,624
chevrolet,tahoe midnight edition,5.3l v8 gasoline,5300,355,180,"31,50","65,500",petrol,8,519
chevrolet,tahoe sport edition,6.2l v8 gasoline,6200,420,200,"1,60","70,000",petrol,7,624
gmc,terrain,1.5l turbo 4-cylinder,1500,175,190,"2,60","29,900",petrol,5,275
gmc,acadia,2.0l turbo 4-cylinder,2000,228,200,"3,60","36,800",petrol,7,350
gmc,yukon,5.3l v8 gasoline,5300,355,180,"4,60","57,400",petrol,8,519
gmc,yukon xl,6.2l v8 gasoline,6200,420,200,"5,60","61,100",petrol,8,624
gmc,canyon,2.7l turbo 4-cylinder,2700,310,190,"6,60","36,900",petrol,5,583
gmc,sierra 1500,5.3l v8 gasoline,5300,355,180,"7,60","37,100",petrol,6,519
gmc,sierra 2500hd,6.6l v8 diesel,6600,401,175,"8,60","43,900",diesel,6,629
gmc,sierra 3500hd,6.6l v8 diesel,6600,445,175,"9,60","49,000",diesel,6,1234
gmc,hummer ev pickup,electric motor,212 kWh,625,170,"10,60","108,700",electric,5,1000
gmc,hummer ev suv,electric motor,212 kWh,625,170,"11,60","105,600",electric,5,1000
gmc,yukon denali,6.2l v8 gasoline,6200,420,200,"12,60","72,800",petrol,8,624
gmc,sierra denali,6.2l v8 gasoline,6200,420,190,"13,60","66,800",petrol,6,624
gmc,terrain at4,1.5l turbo 4-cylinder,1500,175,190,"14,60","36,500",petrol,5,275
gmc,acadia at4,3.6l v6 gasoline,3600,310,210,"15,60","41,400",petrol,6,366
gmc,sierra 1500 at4,5.3l v8 gasoline,5300,355,180,"16,60","53,800",petrol,6,519
gmc,sierra 2500hd denali,6.6l v8 diesel,6600,401,175,"17,60","72,200",diesel,6,1234
gmc,sierra elevation,2.7l turbo 4-cylinder,2700,310,190,"18,60","45,000",petrol,5,583
gmc,canyon at4,2.7l turbo 4-cylinder,2700,310,190,"19,60","43,900",petrol,5,583
gmc,canyon denali,2.7l turbo 4-cylinder,2700,310,190,"20,60","48,000",petrol,5,583
gmc,yukon xl denali ultimate,6.2l v8 gasoline,6200,420,200,"21,60","93,800",petrol,8,624
gmc,terrain denali,1.5l turbo 4-cylinder,1500,175,190,"22,60","38,600",petrol,5,275
gmc,acadia denali,3.6l v6 engine,"3,564",310,210,"23,60","54,300",petrol,7,366
gmc,yukon at4,5.3l v8 engine,"5,327",355,210,"24,60","71,505",petrol,8,519
gmc,yukon xl at4,5.3l v8 engine,"5,327",355,210,"25,60","73,305",petrol,8,519
gmc,sierra 1500 elevation,2.7l turbo engine,"2,713",310,180,"26,60","52,000",petrol,5,569
gmc,sierra 1500 slt,5.3l v8 engine,"5,327",355,180,"27,60","56,000",petrol,5,519
gmc,sierra 2500hd at4,6.6l v8 engine,"6,6",401,170,"28,60","70,000",petrol,5,629
gmc,sierra 3500hd at4,6.6l v8 engine,"6,6",401,170,"29,60","72,000",petrol,5,629
gmc,canyon elevation,2.5l i4 engine,"2,488",200,175,"30,60","36,300",petrol,5,259
gmc,canyon denali black edition,3.6l v6 engine,"3,564",308,180,"1,70","44,000",petrol,5,373
gmc,sierra 1500 denali ultimate,6.2l v8 engine,"6,162",420,200,"2,70","80,000",petrol,5,624
gmc,yukon xl denali reserve,6.2l v8 engine,"6,162",420,210,"3,70","82,000",petrol,7,624
gmc,terrain elevation edition,1.5l turbocharged i4 engine,"1,49",170,200,"4,70","28,700",petrol,5,275
gmc,acadia black edition,3.6l v6 engine,"3,564",310,210,"5,70","45,000",petrol,7,366
gmc,sierra denali carbonpro,6.2l v8 engine,"6,162",420,200,"8,70","65,000",petrol,5,624
gmc,yukon denali performance,6.2l v8 engine,"6,162",420,210,"9,70","76,805",petrol,8,624
gmc,sierra 2500hd denali black edition,6.6l v8 engine,"6,6",401,170,"10,70","75,000",petrol,5,629
gmc,canyon at4x,3.6l v6 engine,"3,564",308,180,"11,70","50,000",petrol,5,373
gmc,yukon xl slt,5.3l v8 engine,"5,327",355,210,"12,70","65,000",petrol,8,519
gmc,sierra 1500 pro,4.3l v6 engine,"4,3",285,180,"13,70","37,700",petrol,3,413
gmc,sierra 2500hd pro,6.6l v8 engine,"6,6",401,170,"14,70","60,000",petrol,3,629
gmc,sierra 3500hd pro,6.6l v8 engine,"6,6",401,170,"15,70","62,000",petrol,3,629
gmc,terrain slt,1.5l turbocharged i4 engine,"1,49",170,200,"16,70","31,000",petrol,5,275
gmc,acadia sle,3.6l v6 engine,"3,564",310,210,"17,70","40,000",petrol,7,366
gmc,canyon slt,2.5l i4 engine,"2,488",200,175,"18,70","38,000",petrol,5,259
gmc,yukon xl elevation,5.3l v8 engine,"5,327",355,210,"19,70","75,000",petrol,8,519
gmc,sierra 1500 at4x,6.2l v8 engine,"6,162",420,200,"20,70","82,000",petrol,5,624
gmc,canyon at4x edition 1,3.6l v6 engine,"3,564",308,180,"24,70","55,000",petrol,5,373
gmc,yukon denali ultimate black,6.2l v8 engine,"6,162",420,210,"25,70","90,000",petrol,8,624
gmc,sierra hd denali reserve,6.6l v8 engine,"6,6",401,170,"26,70","85,000",petrol,5,629
gmc,acadia denali ultimate,3.6l v6 engine,"3,564",310,210,"27,70","60,000",petrol,7,366
gmc,terrain all-terrain edition,1.5l turbocharged i4 engine,"1,49",170,200,"28,70","35,000",petrol,5,275
gmc,yukon trailering edition,5.3l v8 engine,"5,327",355,210,"29,70","78,000",petrol,8,519
kia,rio,1.6l 4-cylinder,1591,120,180,"31,70","17,000",petrol,5,151
kia,rio 5-door,1.6l 4-cylinder,1591,120,180,"1,80","18,000",petrol,5,151
kia,seltos nightfall edition,1.6l turbocharged 4-cylinder,1591,175,210,"2,80","28,000",petrol,5,264
peugeot,508 pse (peugeot sport engineered),hybrid i4 + electric motor,"1,599  (petrol) + Electric Motor",360,250,"3,80","55,000",hybrid,5,520
kia,sorento x-line,2.5l turbocharged 4-cylinder,2500,277,220,"4,80","42,000",petrol,7,421
kia,telluride sx,3.8l v6,3778,291,240,"5,80","50,000",petrol,7,355
kia,forte lxs,2.0l 4-cylinder,1999,147,190,"6,80","19,000",petrol,5,179
kia,k5 ex,1.6l turbocharged 4-cylinder,1591,180,220,"7,80","28,500",petrol,5,264
kia,niro plug-in hybrid,1.6l 4-cylinder hybrid,1591,139,180,"8,80","33,000",hybrid,5,265
kia,ev6 wind,electric motor,77.4 kWh,225,190,"9,80","50,000",electric,5,350
kia,soul turbo,1.6l turbocharged 4-cylinder,1591,201,200,"10,80","28,000",petrol,5,264
kia,seltos sx,1.6l turbocharged 4-cylinder,1591,175,210,"11,80","28,500",petrol,5,264
kia,stinger scorpion edition,2.5l turbocharged 4-cylinder,2500,300,270,"12,80","55,000",petrol,5,422
kia,sorento hybrid sx prestige,1.6l hybrid turbocharged 4-cylinder,1591,227,200,"13,80","47,000",hybrid,7,352
kia,carnival ex,3.5l v6,3500,290,220,"14,80","42,500",petrol,8,355
kia,telluride nightfall edition,3.8l v6,3778,291,240,"15,80","51,000",petrol,7,355
peugeot,508 plug-in hybrid,hybrid i4 + electric motor,"1,598  (petrol) + Electric Motor",225,210,"16,80","44,000",hybrid,5,360
kia,niro touring,1.6l 4-cylinder hybrid,1591,139,180,"18,80","33,000",hybrid,5,265
kia,forte gt-line,1.6l turbocharged 4-cylinder,1591,201,200,"19,80","25,000",petrol,5,264
kia,seltos ex,2.0l 4-cylinder,1999,146,190,"20,80","23,500",petrol,5,179
peugeot,3008 plug-in hybrid,hybrid i4 + electric motor,"1,598  (petrol) + Electric Motor",225,210,"21,80","42,000",hybrid,5,360
kia,sorento lx,2.5l 4-cylinder,2500,191,210,"22,80","35,500",petrol,7,246
kia,telluride ex,3.8l v6,3778,291,240,"23,80","44,000",petrol,7,355
kia,soul ex,2.0l 4-cylinder,1999,147,190,"24,80","22,000",petrol,5,179
kia,forte fe,2.0l 4-cylinder,1999,147,190,"25,80","18,500",petrol,5,179
kia,k5 gt-line,1.6l turbocharged 4-cylinder,1591,180,220,"26,80","29,000",petrol,5,264
kia,carnival lxs,3.5l v6,3500,290,220,"27,80","39,500",petrol,8,355
kia,niro ex,1.6l 4-cylinder hybrid,1591,139,180,"29,80","30,000",hybrid,5,265
kia,stinger gt,3.3l turbocharged v6,3300,365,270,"30,80","51,500",petrol,5,510
kia,sorento sx prestige,2.5l hybrid turbocharged 4-cylinder,1591,227,200,"31,80","48,000",hybrid,7,352
kia,telluride sx prestige,3.8l v6,3778,291,240,"1,90","52,000",petrol,7,355
peugeot,508 hybrid4,hybrid i4 + electric motor,"1,598  (petrol) + Electric Motor",300,235,"2,90","47,000",hybrid,5,520
kia,niro sx touring,1.6l 4-cylinder hybrid,1591,139,180,"4,90","34,500",hybrid,5,265
kia,carnival sx prestige,3.5l v6,3500,290,220,"5,90","47,000",petrol,8,355
kia,seltos sx turbo,1.6l turbocharged 4-cylinder,1591,175,210,"6,90","32,000",petrol,5,264
kia,forte ex premium,2.0l 4-cylinder,1999,147,190,"7,90","22,500",petrol,5,179
kia,soul ex designer edition,2.0l 4-cylinder,1999,147,190,"8,90","23,500",petrol,5,179
kia,rio s,1.6l 4-cylinder,1591,120,180,"9,90","17,500",petrol,5,151
kia,rio 5-door s,1.6l 4-cylinder,1591,120,180,"10,90","18,000",petrol,5,151
kia,soul s,2.0l 4-cylinder,1999,147,190,"11,90","20,500",petrol,5,179
kia,seltos lx,2.0l 4-cylinder,1999,146,190,"12,90","23,000",petrol,5,179
peugeot,3008 hybrid4,hybrid i4 + electric motor,"1,599  (Petrol) + Electric Motor",300,235,"13,90","45,000",hybrid,5,520
kia,sorento hybrid ex,1.6l hybrid turbocharged 4-cylinder,1591,227,200,"14,90","47,000",hybrid,7,352
kia,telluride lx,3.8l v6,3778,291,240,"15,90","41,500",petrol,7,355
kia,carnival mpv ex,3.5l v6,3500,290,220,"16,90","43,500",petrol,8,355
kia,forte gt turbo,1.6l turbocharged 4-cylinder,1591,201,200,"18,90","25,500",petrol,5,264
kia,soul gt designer edition,2.0l 4-cylinder,1999,147,190,"19,90","23,000",petrol,5,179
kia,seltos x-line turbo,1.6l turbocharged 4-cylinder,1591,175,210,"20,90","30,000",petrol,5,264
kia,telluride limited edition,3.8l v6,3778,291,240,"22,90","53,000",petrol,7,355
kia,stinger gt-line,2.5l turbocharged 4-cylinder,2500,300,270,"23,90","50,000",petrol,5,422
kia,carnival special edition,3.5l v6,3500,290,220,"24,90","45,500",petrol,8,355
kia,niro sx hybrid,1.6l hybrid turbocharged 4-cylinder,1591,139,180,"25,90","36,000",hybrid,5,265
kia,sorento x-pro hybrid,1.6l hybrid turbocharged 4-cylinder,1591,227,200,"27,90","49,000",hybrid,7,352
kia,forte limited edition,2.0l 4-cylinder,1999,147,190,"28,90","22,500",petrol,5,179
bugatti,chiron,8.0l quad-turbo w16,7993,1500,420,"29,90","3,000,000 ",petrol,2,1600
bugatti,chiron pur sport,8.0l quad-turbo w16,7993,1500,350,"30,90","3,300,000 ",petrol,2,1600
bugatti,chiron super sport,8.0l quad-turbo w16,7993,1600,490,"1,10","3,500,000 ",petrol,2,1600
bugatti,chiron sport,8.0l quad-turbo w16,7993,1500,420,"2,10","3,300,000 ",petrol,2,1600
bugatti,chiron noire,8.0l quad-turbo w16,7993,1500,420,"3,10","3,300,000 ",petrol,2,1600
bugatti,divo,8.0l quad-turbo w16,7993,1500,380,"4,10","5,800,000 ",petrol,2,1600
bugatti,centodieci,8.0l quad-turbo w16,7993,1600,380,"5,10","9,000,000 ",petrol,2,1600
bugatti,la voiture noire,8.0l quad-turbo w16,7993,1500,420,"6,10","18,000,000 ",petrol,2,1600
bugatti,bolide,8.0l quad-turbo w16,7993,1850,500,"7,10","4,500,000 ",petrol,2,1600
bugatti,mistral,8.0l quad-turbo w16,7993,1600,420,"8,10","5,000,000 ",petrol,2,1600
volvo,volvo fh,13.0l i6 turbo diesel,13000,540,120,"9,10","120,000",diesel,2,2600
volvo,volvo fh16,16.1l i6 turbo diesel,16100,750,120,"10,10","160,000",diesel,2,3500
volvo,volvo fm,12.8l i6 turbo diesel,12800,460,110,"11,10","100,000",diesel,2,2200
volvo,volvo fmx,13.0l i6 turbo diesel,13000,500,110,"12,10","110,000",diesel,2,2500
volvo,volvo vnl,12.8l i6 turbo diesel,12800,500,120,"13,10","125,000",diesel,2,2400
volvo,volvo vnr,12.8l i6 turbo diesel,12800,400,110,"14,10","95,000",diesel,2,1800
volvo,volvo vhd,12.8l i6 turbo diesel,12800,500,100,"15,10","120,000",diesel,2,2500
volvo,volvo fe,7.7l i6 turbo diesel,7700,280,90,"16,10","85,000",diesel,2,1200
volvo,volvo fl,5.1l i4 turbo diesel,5100,180,80,"17,10","75,000",diesel,2,800
jaguar land rover,jaguar xe,i4 petrol,1999  (I4),250,250,"19,10","45,000",petrol,5,365
jaguar land rover,jaguar xf,i4 petrol,1999  (I4),250,250,"20,10","50,000",petrol,5,365
jaguar land rover,jaguar xj,v6 petrol,2995  (V6),300,250,"21,10","85,000",petrol,5,400
jaguar land rover,jaguar e-pace,i4 petrol,1999  (I4),200,230,"22,10","50,000",petrol,5,430
jaguar land rover,jaguar i-pace,electric motor,90 kWh (Battery),400,200,"23,10","70,000",electric,5,696
jaguar land rover,jaguar x-type,i4 petrol,1998  (I4),160,215,"25,10","40,000",petrol,5,215
jaguar land rover,jaguar xe r-dynamic,i4 petrol,1999  (I4),340,250,"27,10","60,000",petrol,5,450
jaguar land rover,jaguar f-type svr,v8 petrol,5000  (V8),575,320,"28,10","120,000",petrol,2,700
jaguar land rover,jaguar i-pace electric performance,electric motor,90 kWh (Battery),400,200,"29,10","85,000",electric,5,696
jaguar land rover,jaguar f-pace svr,v8 petrol,5000  (V8),550,283,"30,10","85,000",petrol,5,700
jaguar land rover,jaguar xe s,i4 petrol,1999  (I4),340,250,"31,10","55,000",petrol,5,450
jaguar land rover,jaguar xj lwb (long wheelbase),v6 petrol,2995  (V6),300,250,"2,11","90,000",petrol,5,400
jaguar land rover,jaguar f-type heritage edition,v8 petrol,5000  (V8),550,300,"3,11","110,000",petrol,2,680
jaguar land rover,jaguar e-pace s,i4 petrol,1999  (I4),200,230,"4,11","50,000",petrol,5,430
jaguar land rover,jaguar i-pace hse,electric motor,90 kWh (Battery),400,200,"5,11","90,000",electric,5,696
jaguar land rover,jaguar f-type v8 r,v8 petrol,5000  (V8),550,300,"6,11","100,000",petrol,2,680
jaguar land rover,jaguar xe p300 r-dynamic,i4 petrol,1999  (I4),300,250,"8,11","55,000",petrol,5,400
jaguar land rover,jaguar i-pace ev400 hse,electric motor,90 kWh (Battery),400,200,"10,11","85,000",electric,5,696
jaguar land rover,jaguar f-pace s 30t awd,i4 petrol,1999  (I4),247,225,"11,11","60,000",petrol,5,365
jaguar land rover,jaguar e-pace r-dynamic,i4 petrol,1999  (I4),246,230,"12,11","55,000",petrol,5,430
jaguar land rover,jaguar xj50,v6 petrol,2995  (V6),300,250,"13,11","80,000",petrol,5,400
jaguar land rover,jaguar f-type 75th anniversary edition,v8 petrol,5000  (V8),550,300,"14,11","100,000",petrol,2,680
jaguar land rover,jaguar xe se,i4 petrol,1999  (I4),250,240,"16,11","50,000",petrol,5,365
jaguar land rover,jaguar f-type v6 s convertible,v6 petrol,2995  (V6),380,280,"17,11","80,000",petrol,2,460
jaguar land rover,jaguar f-type coupe r,v8 petrol,5000  (V8),550,300,"20,11","100,000",petrol,2,680
jaguar land rover,jaguar i-pace first edition,electric motor,90 kWh (Battery),400,200,"21,11","85,000",electric,5,696
jaguar land rover,jaguar xj supercharged,v8 petrol,5000  (V8),510,280,"23,11","90,000",petrol,5,625
jaguar land rover,jaguar f-type p450 awd,v8 petrol,5000  (V8),450,290,"24,11","90,000",petrol,2,600
jaguar land rover,jaguar f-pace p400e plug-in hybrid,i4 petrol + electric motor,1999  (I4) + Electric,398,220,"25,11","75,000",plug-in hybrid,5,640
jaguar land rover,jaguar f-type p300 coupe,i4 petrol,1999  (I4),300,250,"26,11","60,000",petrol,2,400
acura,nsx type s,twin-turbo v6 hybrid,"3,493  (V6)",600,307,"27,11","157,000",hybrid,2,666
acura,tlx pmc edition,v6,"3,500  (V6)",290,250,"28,11","62,000",petrol,5,362
acura,mdx advance,v6,"3,500  (V6)",290,190,"29,11","60,000",petrol,7,362
acura,rdx technology,i4 turbocharged,"1,500  (I4)",272,210,"30,11","45,000",petrol,5,400
acura,ilx premium,i4,"2,400  (I4)",201,200,"1,12","30,000",petrol,5,180
acura,tlx a-spec,v6,"3,500  (V6)",290,250,"2,12","50,000",petrol,5,362
acura,rdx sh-awd,i4 turbocharged,"1,500  (I4)",272,210,"3,12","50,000",petrol,5,400
acura,mdx sh-awd,v6,"3,500  (V6)",290,190,"4,12","55,000",petrol,7,362
acura,rdx platinum elite,i4 turbocharged,"1,500  (I4)",272,210,"5,12","55,000",petrol,5,400
acura,tlx a-spec sedan,v6,"3,500  (V6)",290,250,"6,12","50,000",petrol,5,362
acura,tlx 2.4l,inline-4,"2,4",206,210,"7,12","35,000",petrol,5,247
acura,mdx hybrid,v6 hybrid,"3,5",321,190,"8,12","55,000",hybrid,7,335
acura,rdx hybrid,inline-4 hybrid,"1,5",247,210,"9,12","50,000",hybrid,5,400
acura,ilx technology package,inline-4,"2,4",201,200,"10,12","30,000",petrol,5,180
acura,nsx gt3 (track version),twin-turbo v6 hybrid,"3,493",500,300,"11,12","150,000",hybrid,2,600
acura,rdx turbo awd,inline-4 turbocharged,"1,5",272,210,"12,12","45,000",petrol,5,400
acura,tlx 3.5l v6,v6,"3,5",290,250,"13,12","50,000",petrol,5,362
acura,ilx special edition,inline-4,"2,4",201,200,"14,12","30,000",petrol,5,180
acura,mdx sh-awd w/technology package,v6,"3,5",290,190,"15,12","55,000",petrol,7,362
acura,nsx 3.5l hybrid coupe,twin-turbo v6 hybrid,"3,493",537,307,"16,12","157,000",hybrid,2,666
acura,mdx elite,v6,"3,5",290,190,"17,12","58,000",petrol,7,362
acura,tlx v6 advance,v6,"3,5",290,250,"18,12","46,000",petrol,5,362
acura,nsx carbon edition,twin-turbo v6 hybrid,"3,493",537,307,"19,12","157,000",hybrid,2,666
acura,rdx turbo sh-awd,turbocharged i4,"1,5",272,210,"20,12","42,000",petrol,5,400
acura,ilx technology plus,inline-4,"2,4",201,200,"21,12","28,000",petrol,5,180
acura,tlx type s pmc edition,turbocharged v6,3,355,250,"22,12","54,000",petrol,5,480
acura,mdx sport hybrid,v6 hybrid,"3,5",321,190,"23,12","52,000",hybrid,7,335
peugeot,208,inline-4,"1,199",82,180,"24,12","22,000",petrol,5,160
peugeot,2008,inline-4,"1,199",100,190,"25,12","25,000",petrol,5,205
peugeot,301,inline-4,"1,598",115,185,"26,12","23,500",petrol,5,150
peugeot,308,inline-4,"1,598",130,200,"27,12","28,000",petrol,5,230
peugeot,3008,inline-4,"1,598",180,210,"28,12","32,000",petrol,5,400
peugeot,5008,inline-4,"1,998",165,200,"29,12","35,000",diesel,7,400
peugeot,508,inline-4,"1,998",180,235,"30,12","35,500",petrol,5,300
peugeot,partner,diesel i4,"1,56",75,160,"31,12","22,500",diesel,5,200
peugeot,expert,diesel i4,"1,997",120,180,"1,10","30,000",diesel,3,300
peugeot,boxer,diesel i4,"2,2",140,160,"2,10","32,000",diesel,3,340
peugeot,e-208,electric motor,50 kWh,136,150,"3,10","35,000",electric,5,260
peugeot,e-2008,electric motor,50 kWh,136,150,"4,10","38,000",electric,5,260
peugeot,208 gti,inline-4,"1,598",208,230,"5,10","28,000",petrol,5,300
peugeot,308 gti,inline-4,"1,598",270,250,"6,10","35,000",petrol,5,330
peugeot,508 pse (peugeot sport engineered),hybrid i4,"1,598  (petrol) + Electric Motor",360,250,"7,10","55,000",hybrid,5,520
